idx,file,date,burrow,id,sex,ball,trial,temp,flee_dis,release,react,retreat,full_retreat,t1,t2,t3,t4,fs1,fs2,fs3,fs4,speedc,angle,t_angle,orientation,bd_time,emergence,operator,vid_operator,note1,note2,train_emerg,chronic_burrow,mass,weigh_date,path_dist,n_trials_treatment
441,B219_T10S.MP4,18/04/2024,219,NA,female,steel,10,29.2,2.6,746,689,714,Y,697,NA,NA,NA,0.45,NA,NA,NA,1,121,121,tail,4:05:00 PM,52.27,RL,MJ,,,N,N,0.79,19/04/2024,0.561349412,10
457,B701_T1S.MP4,18/04/2024,701,NA,female,steel,1,14.1,3.8,903,912,965,Y,920,931,NA,NA,0.45,0.19,NA,NA,2,170,150,tail,2:35:00 PM,30.91,EG,RL,Amended distance from video,,N,N,0.57,03/04/2024,0.511171196,10
458,B701_T2S.MP4,18/04/2024,701,NA,female,steel,2,20.9,3.7,950,932,951,Y,940,946,NA,NA,0.45,0.26,NA,NA,2,173,173,tail,2:37:00 PM,27.12,EG,EG,,,N,N,0.57,03/04/2024,0.511171196,10
459,B701_T3S.MP4,18/04/2024,701,NA,female,steel,3,15.2,2.2,761,774,787,Y,782,NA,NA,NA,0.45,NA,NA,NA,1,15,15,head,2:39:00 PM,62.77,EG,MJ,,,N,N,0.57,03/04/2024,0.511171196,10
460,B701_T4S.MP4,18/04/2024,701,NA,female,steel,4,18,2.3,764,756,766,Y,768,NA,NA,NA,0.3,NA,NA,NA,1,4,4,head,2:42:00 PM,31.26,EG,EG,,,N,N,0.57,03/04/2024,0.511171196,10
461,B701_T5S.MP4,18/04/2024,701,NA,female,steel,5,24.7,4,900,911,951,Y,920,928,NA,NA,0.4,0.21,NA,NA,2,180,175,tail,2:45:00 PM,33.06,EG,RL,,,N,N,0.57,03/04/2024,0.511171196,10
462,B701_T6S.MP4,18/04/2024,701,NA,female,steel,6,26.1,3.5,1009,1019,1035,Y,1026,1032,NA,NA,0.51,0.28,NA,NA,2,20,20,head,2:48:00 PM,30.71,EG,MJ,,,N,N,0.57,03/04/2024,0.511171196,10
463,B701_T7S.MP4,18/04/2024,701,NA,female,steel,7,27.4,3.7,756,763,795,Y,773,784,NA,NA,0.36,0.17,NA,NA,2,19,19,head,2:50:00 PM,23.07,EG,RL,Amended distance from video,,N,N,0.57,03/04/2024,0.511171196,10
464,B701_T8S.MP4,18/04/2024,701,NA,female,steel,8,20.2,2,811,821,833,Y,831,NA,NA,NA,0.36,NA,NA,NA,1,16,16,head,2:51:00 PM,44.75,EG,EG,,,N,N,0.57,03/04/2024,0.511171196,10
465,B701_T9S.MP4,18/04/2024,701,NA,female,steel,9,20.8,3,596,606,NA,N,615,NA,NA,NA,0.4,NA,NA,NA,2,17,17,head,2:53:00 PM,16.93,EG,MJ,,,N,N,0.57,03/04/2024,0.511171196,10
466,B701_T10S.MP4,18/04/2024,701,NA,female,steel,10,28.1,3.6,547,555,NA,N,562,568,NA,NA,0.51,0.28,NA,NA,2,43,43,head,2:55:00 PM,17.45,EG,EG,,,N,N,0.57,03/04/2024,0.511171196,10
470,B736_T1S.MP4,18/04/2024,736,NA,female,steel,1,20.1,3.3,931,882,912,Y,898,908,NA,NA,0.23,0.14,NA,NA,2,150,150,tail,11:12:00 AM,29.84,EG,EG,,,N,N,0.85,19/04/2024,1.023455823,6
471,B736_T2S.MP4,18/04/2024,736,NA,female,steel,2,16.6,2.1,827,771,784,Y,781,NA,NA,NA,0.36,NA,NA,NA,1,22,22,head,11:14:00 AM,38.33,EG,MJ,,,N,N,0.85,19/04/2024,1.023455823,6
472,B736_T3S.MP4,18/04/2024,736,NA,female,steel,3,18.7,1.7,697,692,708,Y,702,NA,NA,NA,0.36,NA,NA,NA,1,6,6,head,11:15:00 AM,33.22,EG,EG,,,N,N,0.85,19/04/2024,1.023455823,6
473,B736_T4S.MP4,18/04/2024,736,NA,female,steel,4,16.8,3.2,629,612,650,Y,628,641,NA,NA,0.23,0.12,NA,NA,2,13,13,head,11:17:00 AM,31.88,EG,RL,,,N,N,0.85,19/04/2024,1.023455823,6
474,B736_T5S.MP4,18/04/2024,736,NA,female,steel,5,18.1,2.7,890,898,912,Y,907,NA,NA,NA,0.4,NA,NA,NA,2,0,0,head,11:20:00 AM,56.8,EG,MJ,,,N,N,0.85,19/04/2024,1.023455823,6
475,B736_T6S.MP4,18/04/2024,736,NA,female,steel,6,16.4,2.3,709,664,737,Y,684,701,NA,NA,0.18,0.1,NA,NA,2,15,15,head,11:25:00 AM,50.66,EG,RL,10 mins between,,N,N,0.85,19/04/2024,1.023455823,6
513,B768_T1S.MP4,21/04/2024,768,23W,female,steel,1,30.9,2.5,1316,1249,1273,Y,1261,NA,NA,NA,0.3,NA,NA,NA,1,16,16,head,3:06:00 PM,75.46,EG,MJ,,,N,N,0.68,10/04/2024,0.170193639,10
514,B768_T2S.MP4,21/04/2024,768,23W,female,steel,2,35.8,2.1,634,586,614,Y,601,NA,NA,NA,0.24,NA,NA,NA,1,40,40,head,3:08:00 PM,52.5,EG,EG,Amended distance from video,,N,N,0.68,10/04/2024,0.170193639,10
515,B768_T3S.MP4,21/04/2024,768,23W,female,steel,3,30.6,2.2,718,704,727,N,716,NA,NA,NA,0.3,NA,NA,NA,1,10,25,head,3:12:00 PM,19.39,EG,RL,,,N,N,0.68,10/04/2024,0.170193639,10
516,B768_T4S.MP4,21/04/2024,768,23W,female,steel,4,29.3,2,703,717,742,N,730,NA,NA,NA,0.28,NA,NA,NA,1,2,2,head,3:15:00 PM,27.86,EG,MJ,,,N,N,0.68,10/04/2024,0.170193639,10
517,B768_T5S.MP4,21/04/2024,768,23W,female,steel,5,32.1,2.1,639,634,676,Y,650,NA,NA,NA,0.23,NA,NA,NA,1,10,40,head,3:16:00 PM,35.23,EG,RL,,,N,N,0.68,10/04/2024,0.170193639,10
518,B768_T6S.MP4,21/04/2024,768,23W,female,steel,6,31.5,1.7,623,636,675,Y,665,NA,NA,NA,0.12,NA,NA,NA,1,26,26,head,3:18:00 PM,69.16,EG,EG,,,Y,N,0.68,10/04/2024,0.170193639,10
519,B768_T7S.MP4,21/04/2024,768,23W,female,steel,7,27.7,1.6,661,618,644,Y,633,NA,NA,NA,0.24,NA,NA,NA,1,145,145,tail,3:21:00 PM,42.19,EG,MJ,,,N,N,0.68,10/04/2024,0.170193639,10
520,B768_T8S.MP4,21/04/2024,768,23W,female,steel,8,25.4,2.7,616,628,648,N,640,NA,NA,NA,0.3,NA,NA,NA,1,34,34,head,3:22:00 PM,29.87,EG,EG,,,N,N,0.68,10/04/2024,0.170193639,10
521,B768_T9S.MP4,21/04/2024,768,23W,female,steel,9,25.1,2.3,498,514,540,Y,528,NA,NA,NA,0.26,NA,NA,NA,1,10,10,head,3:23:00 PM,39.41,EG,RL,,,N,N,0.68,10/04/2024,0.170193639,10
522,B768_T10S.MP4,21/04/2024,768,23W,female,steel,10,22.4,2,507,519,535,N,530,NA,NA,NA,0.33,NA,NA,NA,1,160,160,tail,3:25:00 PM,67.91,EG,MJ,,,N,N,0.68,10/04/2024,0.170193639,10
537,B517_T1S.MP4,23/04/2024,517,NA,male,steel,1,20.8,1.9,637,646,656,Y,654,NA,NA,NA,0.45,NA,NA,NA,1,40,40,head,12:28:00 PM,55.21,EG,MJ,,,N,N,,,0.580265764,4
538,B517_T2S.MP4,23/04/2024,517,NA,male,steel,2,20.2,2,514,526,538,Y,535,NA,NA,NA,0.4,NA,NA,NA,1,57,57,head,12:30:00 PM,72.15,EG,EG,,,N,N,,,0.580265764,4
539,B517_T3S.MP4,23/04/2024,517,NA,male,steel,3,18.4,1.6,644,659,673,Y,668,NA,NA,NA,0.4,NA,NA,NA,1,45,45,head,12:32:00 PM,50.08,EG,RL,,,N,N,,,0.580265764,4
540,B517_T4S.MP4,23/04/2024,517,NA,male,steel,4,17.8,1.5,548,564,572,Y,572,NA,NA,NA,0.45,NA,NA,NA,1,47,47,head,12:34:00 PM,51.79,EG,MJ,10 mins between,,N,N,,,0.580265764,4
